name,name_norm,is_active,count,example
ボルト,ボルト,true,364,押えボルト折れ込み取替加工２本
ステー,ステー,true,353,右ウイング枠骨ステー腐食部分切断付け替え溶接
ガード,ガード,true,324,左右サイドガード亀裂溶接4ヶ所
ドア,ドア,true,316,右ドアー研磨仕上げ
ブラケット,ブラケット,true,262,左ウイング後ろウイングキャッチブラケット折損部補強リブ取付加工
バンパー,バンパー,true,251,フロントバンパー右異音点検
カバー,カバー,true,241,安全ガラスアウターカバー脱着異音防止加工
プレート,プレート,true,196,スカッフプレート脱着
ゴム,ゴム,true,175,ウェザーストリップゴム取替
パイプ,パイプ,true,158,ヒーターパイプ応急溶接
ステップ,ステップ,true,146,左アッパーステップ修正
バー,バー,true,144,枠腐食部分切断フラットバー切替溶接
フェンダー,フェンダー,true,142,左右リアフェンダー脱着
パネル,パネル,true,139,サイドパネル引出し修正
ランプ,ランプ,true,125,マーカーランプステー切断鈑金取替加工溶接
反射板,反射板,true,123,反射板ステー曲がり直し
ミラー,ミラー,true,122,アンダーミラー点検応急貼付
シート,シート,true,111,右ウイングシート下側脱着張替
蝶番,蝶番,true,91,蝶番脱着調整
リベット,リベット,true,90,リベット打ち換え
枠,枠,true,83,右ウイング枠骨ステー腐食部分切断付け替え溶接
アーム,アーム,true,79,右ミラーアーム脱着
ロック,ロック,true,70,左右3ヶ所イコライザーロックピン修正ロック切断固定溶接
スプリング,スプリング,true,61,左右フロントスプリングバンドカット修正溶接
ホース,ホース,true,60,右サニーホース取り外し
ライト,ライト,true,59,ステップライト取替
テールライト,テールライト,true,57,左テールランプ脱着
マフラー,マフラー,true,53,マフラーカバー取付
骨,骨,true,49,右ウイング枠骨ステー腐食部分切断付け替え溶接
ハンドル,ハンドル,true,48,アウターハンドル脱着
フレーム,フレーム,true,47,フレームアウトリガー取り付け部曲がり直し
箱,箱,true,47,工具箱押さえ制作取付
タイヤ,タイヤ,true,46,左タイヤハウスカバー脱着修正
ヘッドライト,ヘッドライト,true,45,左ヘッドライト付替
リフレクター,リフレクター,true,42,リフレクター脱着
縞鋼板,縞鋼板,true,42,バッテリー上側踊場縞鋼板脱着曲がり直し
扉,扉,true,42,左観音扉蝶番脱着調整
スイッチ,スイッチ,true,41,ドアースイッチ脱着
ショックアブソーバー,ショックアブソーバー,true,38,フロント左右ショックアブソーバー取替
フック,フック,true,38,右前煽りキャッチ脱着フック制作取付加工溶接
フォグライト,フォグライト,true,37,左フォグランプ取替
クランプ,クランプ,true,35,左右バックランプ付替え
ヒンジ,ヒンジ,true,32,ヒンジ加工
ブッシュ,ブッシュ,true,31,鋼板ブッシュゴム張替加工
踊場,踊場,true,30,バッテリー上側踊場縞鋼板脱着曲がり直し
ピン,ピン,true,29,左右3ヶ所イコライザーロックピン修正ロック切断固定溶接
バルブ,バルブ,true,28,エアサスレベリングバルブ脱着付替え
ストライカー,ストライカー,true,23,ストライカー曲がり調整異音止め加工
ナット,ナット,true,23,煽りドアーキャッチ点検ナット取付
バックライト,バックライト,true,23,左右バックランプ付替え
ラッチ,ラッチ,true,23,ラッチ脱着
鋼板,鋼板,true,22,裏鋼板切替接着加工
リレー,リレー,true,21,リレーバルブ交換
シール,シール,true,20,スプラッシュシールゴム取替
センサー,センサー,true,18,センサー付替え
クッション,クッション,true,17,クッションゴム取替貼付２枚
レンズ,レンズ,true,17,レンズ取替
バッテリー,バッテリー,true,16,バッテリー上側踊場縞鋼板脱着曲がり直し
コンテナ,コンテナ,true,15,コンテナロックレバー折損部切断曲がり直し溶接
マーカーライト,マーカーライト,true,15,マーカーランプステー切断鈑金取替加工溶接
配線,配線,true,15,配線付替
アングル,アングル,true,14,押えアングル止め加工
コネクター,コネクター,true,14,ジャンパーソケットコネクター嚙み込み脱着2本取替
レバー,レバー,true,14,キャブキャッチレバーブラケット脱着
シャフト,シャフト,true,13,右コボレーンシャフト曲がり直し
蓋,蓋,true,13,格子蓋制作取付溶接2ヵ所
塗料,塗料,true,12,塗料製作
ボックス,ボックス,true,11,ギヤボックス切断脱着溶接
コック,コック,true,10,エアタンクドレインコック取替
ホイール,ホイール,true,10,ホイール塗装
マット,マット,true,10,フロアーマット脱着
ハーネス,ハーネス,true,9,ハーネス脱着
ロープ,ロープ,true,9,左ロープフック曲がり直し
軸,軸,true,8,左2軸ショックアブソーバー1本切断取り換え
ペダル,ペダル,true,7,アクセルペダル取替
ロッド,ロッド,true,7,右コントロールロッド取替
グリップ,グリップ,true,6,左ハンドルグリップ取替溶接ナット取替加工
コーナーライト,コーナーライト,true,6,コーナーランプ脱着
マウント,マウント,true,6,マウントブリッジ脱着
ローラー,ローラー,true,6,ダンプ鋼板左右キャッチローラーブラケット嵩上げ加工溶接
チェーン,チェーン,true,5,左後ろウィングキャッチチェーンフック溶接
ワッシャー,ワッシャー,true,5,ワッシャー追加取付
ガラス,ガラス,true,4,安全ガラスアウターカバー脱着異音防止加工
ゲージ,ゲージ,false,4,ゲージ付替え
ケース,ケース,false,4,幌骨収納ケース蝶ネジ嚙み込み取外し加工
